names,scores,logfoldchanges,pvals,pvals_adj,group,analysis_type
Sema4g,48.7108,3.2517433,0.0,0.0,4,combined
Gria2,48.656372,1.9433424,0.0,0.0,4,combined
Syne2,48.566612,1.9734722,0.0,0.0,4,combined
Sema7a,48.383724,3.0008776,0.0,0.0,4,combined
Cadm3,47.039997,2.7141316,0.0,0.0,4,combined
Unc13a,46.314034,2.2423112,0.0,0.0,4,combined
Crmp1,46.000202,1.9969716,0.0,0.0,4,combined
Fgfr1,45.76613,3.739949,0.0,0.0,4,combined
Sema6c,45.663475,2.7555683,0.0,0.0,4,combined
Nlgn2,45.029106,1.8188779,0.0,0.0,4,combined
Astn1,44.919594,1.9288287,0.0,0.0,4,combined
Bhlhe22,44.21358,3.6415355,0.0,0.0,4,combined
Lrp8,43.944473,2.0309017,0.0,0.0,4,combined
Nr4a3,43.748573,4.1030717,0.0,0.0,4,combined
Fezf2,43.58474,3.435334,0.0,0.0,4,combined
Srgap3,42.867764,1.8008392,0.0,0.0,4,combined
Robo1,42.679905,2.0799727,0.0,0.0,4,combined
Mdga1,42.650513,2.3143692,0.0,0.0,4,combined
Lrrc4b,42.55295,1.8793991,0.0,0.0,4,combined
Igf1r,42.19246,1.6927352,0.0,0.0,4,combined
Limk1,41.843872,2.1654594,0.0,0.0,4,combined
Zfp609,41.63693,1.7636049,0.0,0.0,4,combined
Dpysl2,41.623203,1.7907441,0.0,0.0,4,combined
Cacna1b,41.25799,2.1213102,0.0,0.0,4,combined
Ntrk3,41.056274,2.1530836,0.0,0.0,4,combined
Epha4,40.57842,1.8774717,0.0,0.0,4,combined
Neurod1,40.160305,3.5598478,0.0,0.0,4,combined
Cacna2d1,40.08879,2.0582602,0.0,0.0,4,combined
Cdk5r1,39.98281,2.4460661,0.0,0.0,4,combined
Cdh2,39.86989,1.6420041,0.0,0.0,4,combined
Tbr1,39.75322,3.0284314,0.0,0.0,4,combined
Ctnnb1,39.305153,1.6220769,0.0,0.0,4,combined
Gnao1,39.010666,1.5122231,0.0,0.0,4,combined
Ntng2,38.97456,3.480218,0.0,0.0,4,combined
Nfia,38.892303,1.7910446,0.0,0.0,4,combined
Plcb1,38.623234,2.2241178,0.0,0.0,4,combined
Lmnb1,38.523994,1.59289,0.0,0.0,4,combined
Sptan1,38.2571,1.5739278,0.0,0.0,4,combined
Kcnq2,37.95605,2.3174813,0.0,0.0,4,combined
Fxyd6,37.587036,1.8362871,3.501040031748744e-309,5.509833492588187e-308,4,combined
Ptk2,37.22211,1.70732,2.995457009387833e-303,4.638126982277935e-302,4,combined
Nrp1,37.214195,1.8765982,4.02247590362655e-303,6.129487091240457e-302,4,combined
Fzd3,36.131958,1.7062627,7.1454321896663015e-286,1.0718148284499452e-284,4,combined
Chrnb2,36.11864,3.040783,1.156324547943538e-285,1.7078024092704562e-284,4,combined
Flna,36.062263,1.408247,8.860111659026455e-285,1.2887435140402116e-283,4,combined
Rbfox2,35.319935,2.1477926,2.903285672737426e-273,4.1599317101909384e-272,4,combined
Kcnq3,35.302624,3.028731,5.352155363631261e-273,7.555984042773545e-272,4,combined
Asxl3,34.68618,2.0268714,1.2730220845430833e-263,1.7711611611034205e-262,4,combined
Wdr47,34.65896,2.2462392,3.2739971849179614e-263,4.490053282173204e-262,4,combined
Bmpr2,34.583168,1.5117593,4.524407280949572e-262,6.117508436213506e-261,4,combined
Huwe1,34.467777,1.3745157,2.4391172598032177e-260,3.2521563464042904e-259,4,combined
Scrib,34.451515,1.5363796,4.273707477928864e-260,5.620218053166725e-259,4,combined
Atp6v0a1,34.25066,1.5756446,4.263876306021107e-257,5.531515207811165e-256,4,combined
Slc38a1,34.024597,1.4513501,9.643546810669057e-254,1.2343739917656394e-252,4,combined
Grik2,33.66043,1.3346186,2.1942273303604926e-248,2.7716555751922013e-247,4,combined
Plxnb1,33.650005,1.2757777,3.1171832952632313e-248,3.886358394094418e-247,4,combined
Vcan,33.411568,1.5329084,9.312251163354158e-245,1.1461232201051271e-243,4,combined
Plxna4,33.073765,1.2264223,7.085600732207935e-240,8.610350256860276e-239,4,combined
Arhgef7,32.84063,1.8559973,1.549897321960924e-236,1.859876786353109e-235,4,combined
Cacna1a,32.759567,2.250317,2.2186992628795583e-235,2.629569496746143e-234,4,combined
Sema4c,32.686047,2.1795995,2.4656278967801947e-234,2.8865887572060814e-233,4,combined
Cacna1c,32.372036,2.411322,6.794551002630403e-230,7.858757786174924e-229,4,combined
Arhgef2,32.16835,1.4088635,4.892757929776669e-227,5.591723348316194e-226,4,combined
Src,32.07234,1.4097205,1.0718709223468299e-225,1.2105836299446549e-224,4,combined
Srgap1,32.03919,1.5023093,3.105219909451846e-225,3.466291991946247e-224,4,combined
Stx16,32.036808,1.4286655,3.3516119804744535e-225,3.69833046121319e-224,4,combined
Coro2b,32.030876,2.18629,4.0538131390749034e-225,4.422341606263531e-224,4,combined
Dcx,31.874311,2.1160035,6.061836877822567e-223,6.538610564842319e-222,4,combined
Syp,31.859806,1.7173578,9.62844820990623e-223,1.0270344757233312e-221,4,combined
Insm1,31.487448,2.5056422,1.2902943148380876e-217,1.3611896068621585e-216,4,combined
Glg1,30.940506,1.3198249,3.409281978224036e-210,3.5575116294511674e-209,4,combined
Neo1,30.432066,1.3945568,2.0690684640488724e-203,2.1358126080504487e-202,4,combined
Ephb1,30.084959,2.0085254,7.622531649522633e-199,7.784713173980562e-198,4,combined
Gnb1,29.891798,1.2748342,2.5153442184367247e-196,2.5418215259992167e-195,4,combined
Pou3f3,29.84495,1.0386915,1.0208775954142174e-195,1.0208775954142174e-194,4,combined
Stxbp1,29.274544,1.0949303,2.187735738566652e-188,2.1651817618803976e-187,4,combined
Meis2,28.685896,1.2866899,5.721267727302469e-181,5.604507161439154e-180,4,combined
Nes,28.611973,1.567477,4.768404768161306e-180,4.6239076539746e-179,4,combined
Cul1,28.587488,1.2996309,9.612755886936924e-180,9.228245651459447e-179,4,combined
March6,27.992882,1.0679609,1.983624664638955e-172,1.8854254238152443e-171,4,combined
Klhl24,27.95334,1.3801599,6.003863504821114e-172,5.650695063361049e-171,4,combined
Atp1a3,39.91706,1.8246025,0.0,0.0,5,combined
Erbb4,34.71251,4.0948815,5.1019929737997e-264,1.632637751615904e-261,5,combined
Gria1,32.109425,1.6991212,3.2567502776137534e-226,7.816200666273009e-224,5,combined
Snhg11,29.067183,2.785366,9.334557009699814e-186,1.7922349458623644e-183,5,combined
Grik1,26.253183,4.831284,6.573760703969034e-152,9.015443251157532e-150,5,combined
Stxbp1,26.038963,1.116253,1.794140193220985e-149,2.152968231865182e-147,5,combined
Gad1,25.799904,3.9346743,8.889002080570463e-147,9.481602219275162e-145,5,combined
Cux2,24.846443,3.471871,2.8252579142296008e-136,2.712247597660417e-134,5,combined
Dnm1,23.807013,1.276105,2.82548438549925e-125,2.465877281890255e-123,5,combined
Nxph1,21.694162,4.421616,2.3292466454809847e-104,1.8633973163847877e-102,5,combined
Ptprm,19.976828,1.7203838,8.761782188417894e-89,6.008079214915127e-87,5,combined
Grik3,19.866753,2.4210417,7.894885257696002e-88,5.0527265649254415e-86,5,combined
Lhx6,19.715408,4.4859915,1.5902632209716249e-86,9.54157932582975e-85,5,combined
Cadm1,17.880795,1.0769473,1.6644944229320162e-71,8.877303588970753e-70,5,combined
Slc32a1,17.272625,4.5571356,7.562363421628018e-67,3.82098362355942e-65,5,combined
Cacnb4,16.956968,1.6863852,1.709372453478967e-64,8.204987776699042e-63,5,combined
Syt1,16.940865,1.9132335,2.2479339086822795e-64,1.0276269296833278e-62,5,combined
Stmn2,16.424944,1.2196571,1.268017229927768e-60,5.53316609423026e-59,5,combined
Gng2,16.255552,1.4546251,2.040228558560021e-59,8.515736592250522e-58,5,combined
Epb41l1,15.906185,1.0024781,5.740631732000078e-57,2.296252692800031e-55,5,combined
Sox1,15.528077,2.4802759,2.2399478844144714e-54,8.60139987615157e-53,5,combined
Gad2,14.5954275,4.4007354,3.003257159840973e-48,1.1088949513258977e-46,5,combined
Cacna1b,14.45175,1.647823,2.443978122157339e-47,8.689699989892762e-46,5,combined
Grin1,14.047913,0.94859046,7.933804070115474e-45,2.5388173024369515e-43,5,combined
Ncam1,13.997112,0.890585,1.6233462514310332e-44,5.0271367786251345e-43,5,combined
Sox2,12.992796,1.2181886,1.3442441113829546e-38,3.795512785081283e-37,5,combined
Trpc4,12.883595,1.5742544,5.567961569001092e-38,1.527212316068871e-36,5,combined
Slc6a1,12.79923,2.106257,1.6558540551852184e-37,4.415610813827249e-36,5,combined
Kcnc2,12.723555,4.0559053,4.374976675865118e-37,1.1351290834677061e-35,5,combined
Cnr1,12.393921,2.1015086,2.81916167601454e-35,6.939474894805021e-34,5,combined
Rab3a,11.592985,1.1222768,4.472678836329816e-31,1.0223265911611009e-29,5,combined
Pak3,11.43354,1.0846757,2.842766494111051e-30,6.346641475224671e-29,5,combined
Srgap1,11.375655,0.94812614,5.528595762142367e-30,1.2062390753765166e-28,5,combined
Gabbr1,11.056622,0.51462734,2.036224811887405e-28,4.3439462653597975e-27,5,combined
Eef1a2,10.623618,1.0104007,2.314138858616482e-26,4.829507183199614e-25,5,combined
Crmp1,10.579582,0.7124041,3.706078625247751e-26,7.5698627239103e-25,5,combined
Tubb3,10.547589,0.7179531,5.211697923701412e-26,1.0423395847402823e-24,5,combined
Gabra1,10.200216,1.9382994,1.9783178405524833e-24,3.798370253860768e-23,5,combined
Nrxn3,9.99046,2.3262203,1.6780095142624952e-23,3.0978637186384526e-22,5,combined
Dlx2,9.976345,2.9517946,1.93462862833245e-23,3.504232987168211e-22,5,combined
Tet2,9.960689,0.6340719,2.2648913080306794e-23,4.0264734364989856e-22,5,combined
Bin1,9.800392,0.48329508,1.1214892858149163e-22,1.922553061396999e-21,5,combined
Robo1,9.519053,0.596263,1.7476287681610414e-21,2.9433747674291227e-20,5,combined
Stx1b,9.468658,0.6578129,2.8346096011481307e-21,4.6917676156934576e-20,5,combined
Dlx1,9.458653,3.2167563,3.1193370418036094e-21,5.0755314578499406e-20,5,combined
Cplx1,9.347557,1.4642265,8.969552103740388e-21,1.4116016425558644e-19,5,combined
Dlgap1,9.308452,0.8793759,1.2970960040607014e-20,2.0084067159649568e-19,5,combined
Mpped1,9.160754,1.1450498,5.153576959457957e-20,7.730365439186936e-19,5,combined
Syn1,8.929627,0.934117,4.2744650156211042e-19,6.217403659085242e-18,5,combined
Gabbr2,8.808698,0.8956436,1.266085130934435e-18,1.7874143024956732e-17,5,combined
Nlgn2,8.792952,0.44947383,1.4568159465187852e-18,2.0268743603739622e-17,5,combined
Apba1,8.474096,1.1141499,2.3691121443121138e-17,3.158816192416152e-16,5,combined
Npy,8.219635,4.5222034,2.0412391877873518e-16,2.6127861603678102e-15,5,combined
Kcnc1,8.11597,2.4874167,4.819199993836346e-16,6.087410518530122e-15,5,combined
Limk1,7.8675966,0.61386555,3.615196782588465e-15,4.338236139106158e-14,5,combined
Sp9,7.8647084,3.5335023,3.699575717369073e-15,4.3846823316966793e-14,5,combined
Gabrb2,7.770107,1.4766791,7.841984521644113e-15,9.070247157564276e-14,5,combined
Nrcam,7.709057,0.6511639,1.2675109515869098e-14,1.448583944670754e-13,5,combined
Gnai1,7.661721,0.8233016,1.8345754164103913e-14,2.0719910585340888e-13,5,combined
Arx,7.6185637,2.7051299,2.5651435873139567e-14,2.8305032687602284e-13,5,combined
Elavl2,7.612904,1.6206715,2.680047847836699e-14,2.923688561276399e-13,5,combined
Syt6,7.582328,2.8839161,3.394093454270905e-14,3.661044624831538e-13,5,combined
Slitrk1,7.4937124,0.86375934,6.695243015342571e-14,7.141592549698742e-13,5,combined
Shank1,7.3704557,0.84516495,1.7004574652447652e-13,1.755310931865564e-12,5,combined
Negr1,6.9913,1.2810216,2.723501404156571e-12,2.614561347990308e-11,5,combined
Syp,6.9651628,0.65546805,3.2802393980664926e-12,3.1178513090532996e-11,5,combined
Rasgrf2,6.8708744,2.1433046,6.380945050863485e-12,6.005595341989162e-11,5,combined
Ntm,6.737086,1.3440003,1.61594880312159e-11,1.477438905711168e-10,5,combined
Map2,6.677111,0.62143713,2.4369837954727677e-11,2.2070796638243934e-10,5,combined
Trpc6,6.635187,3.5069547,3.2409120703744247e-11,2.880810729221711e-10,5,combined
Unc13a,6.626667,0.5803391,3.433506420608607e-11,3.0240056548479473e-10,5,combined
Dnm3,6.4867697,1.8579469,8.76961551727064e-11,7.516813300517691e-10,5,combined
Dpysl2,6.4740977,0.50609416,9.538006397956085e-11,8.103085081449417e-10,5,combined
Gnb1,6.3254857,0.52253264,2.524371882447197e-10,2.125786848376587e-09,5,combined
Gng3,6.2823725,1.1531911,3.33444845157045e-10,2.759543546127269e-09,5,combined
Ccdc88a,6.2747097,0.48571697,3.502868418910792e-10,2.8741484462857783e-09,5,combined
Nsf,6.241523,0.4091917,4.333318697074897e-10,3.495786511925967e-09,5,combined
Gap43,6.223049,1.2220467,4.875839621218526e-10,3.868434740801475e-09,5,combined
Astn1,6.1479163,0.4413736,7.850743662054546e-10,6.177634357026529e-09,5,combined
Mef2c,6.122457,2.3371007,9.214326080384761e-10,7.191669135910058e-09,5,combined
Fgf12,6.1034427,1.6456556,1.0380767510494252e-09,7.972429448059585e-09,5,combined
Myt1l,5.9636774,1.0529503,2.4662359789195684e-09,1.8353384029168882e-08,5,combined
Reln,5.7682137,1.3913003,8.011617140943251e-09,5.6552591583128837e-08,5,combined
Dcx,5.7465634,0.9313529,9.107542913493524e-09,6.381927880988163e-08,5,combined
Elavl4,5.69662,1.379996,1.2220584318526646e-08,8.440115788334949e-08,5,combined
Grin2b,5.6395154,0.49109232,1.7052958321332183e-08,1.1693457134627782e-07,5,combined
Gnal,5.506675,0.9171946,3.6567477355956076e-08,2.454879598721527e-07,5,combined
Sema6c,5.461157,1.4001378,4.730415180100334e-08,3.1536101200668897e-07,5,combined
Cacna2d2,5.441845,1.8472942,5.273152611946994e-08,3.4911906948062857e-07,5,combined
Tiam1,5.388601,0.87124854,7.10083557913158e-08,4.6372803782083783e-07,5,combined
Gls,5.261469,0.872628,1.4290906224189706e-07,8.966843121060209e-07,5,combined
Cxcl14,5.207407,2.1438408,1.9149781449514796e-07,1.186050980098981e-06,5,combined
Adcy2,5.1268864,0.8487758,2.945729713804957e-07,1.7674378282829744e-06,5,combined
Sdc3,5.0741754,0.31522503,3.891801610671902e-07,2.30625280632409e-06,5,combined
Cntn1,4.934966,0.32183355,8.016463712224708e-07,4.60826656511121e-06,5,combined
Cntnap1,4.832086,0.7348574,1.3510966345458769e-06,7.585103913240011e-06,5,combined
Hcn1,4.7166333,0.7160767,2.3977915368803645e-06,1.3305664019682947e-05,5,combined
Robo2,4.6445985,0.5220085,3.4073826521202015e-06,1.8480719469126517e-05,5,combined
Unc5d,4.638328,1.8616644,3.5123887622154984e-06,1.8837392244284236e-05,5,combined
Epha3,4.6287,1.5346308,3.6796868770414612e-06,1.9516571281545874e-05,5,combined
Hopx,40.503754,8.588541,0.0,0.0,6,combined
Slc1a2,39.36502,2.9033015,0.0,0.0,6,combined
Atp1a2,38.7866,2.4687164,0.0,0.0,6,combined
Sparcl1,38.209156,2.0986662,0.0,0.0,6,combined
Dio2,32.55827,7.2757316,1.5992594295888154e-232,3.070578104810526e-230,6,combined
Htra1,31.11299,3.1334429,1.6073144004663797e-212,2.5717030407462075e-210,6,combined
Gfap,29.594982,2.4917164,1.733800188230143e-192,2.377783115287053e-190,6,combined
Glul,28.070723,2.3812506,2.231563247412727e-173,2.6778758968952725e-171,6,combined
Aqp4,26.708384,3.056597,3.761582265114556e-157,4.012354416122194e-155,6,combined
Apoe,25.536825,2.1879745,7.691243884801656e-144,7.38359412940959e-142,6,combined
Grm3,25.123909,2.3294399,2.725721822770943e-139,2.378811772600096e-137,6,combined
Slc6a11,24.103746,2.0534186,2.2835286405582903e-128,1.8268229124466322e-126,6,combined
Atp1b2,22.884882,2.4462168,6.571790684365294e-116,4.8530146592236016e-114,6,combined
Sox9,22.167063,2.1425362,7.142304583430145e-109,4.897580285780671e-107,6,combined
Pou3f3,20.263258,1.3491439,2.713979071509056e-91,1.7369466057657957e-89,6,combined
Gnao1,19.13693,1.4057735,1.2438730808022848e-81,7.46323848481371e-80,6,combined
Camk2a,18.785473,2.0244317,9.929850148649254e-79,5.6074447898254614e-77,6,combined
Fabp7,18.524672,2.0181828,1.3059902234810026e-76,6.965281191898681e-75,6,combined
Clu,18.456337,2.1833718,4.637517334556499e-76,2.3431666532495994e-74,6,combined
Aldoc,18.227024,2.534861,3.1500053028253403e-74,1.5120025453561633e-72,6,combined
Mfge8,17.812382,2.3824224,5.664625386673377e-71,2.4718365323665643e-69,6,combined
Sfxn5,17.668182,1.9161283,7.373367142403342e-70,3.077579329003134e-68,6,combined
Ptprz1,16.818493,1.9830961,1.7864652098573086e-63,6.860026405852065e-62,6,combined
Slc1a3,16.727951,2.6656327,8.201153336390689e-63,3.0281181549750236e-61,6,combined
Ntsr2,16.257042,3.1305103,1.9912331154131133e-59,7.079939965913291e-58,6,combined
Id4,14.696176,2.2307682,6.820454894079864e-49,2.257805758040231e-47,6,combined
Sox2,14.258196,1.5083892,3.986281094011897e-46,1.275609950083807e-44,6,combined
Cplx2,13.187969,1.0187325,1.0292007216502082e-39,2.9059785081888236e-38,6,combined
Gabbr1,12.670261,0.6803644,8.642623307669368e-37,2.370548107246455e-35,6,combined
Pax6,12.08272,1.70148,1.3033565396542657e-33,3.208262251456654e-32,6,combined
Fgfr3,11.002153,2.9439473,3.7311570405592624e-28,7.959801686526426e-27,6,combined
Aldh1l1,10.952811,2.8817694,6.441712089051975e-28,1.3443573055412816e-26,6,combined
Gng7,10.831537,1.5768858,2.4402480141190082e-27,4.984336369264357e-26,6,combined
Msi2,10.544213,1.4357032,5.402291933472695e-26,1.0584082155375076e-24,6,combined
Shank1,10.349681,1.3084674,4.198820827599791e-25,8.061735988991599e-24,6,combined
Cxcl14,10.052096,2.3565996,8.993320152105785e-24,1.660305258850299e-22,6,combined
Ngef,9.166637,1.546324,4.880019364250818e-20,8.675589980890342e-19,6,combined
Ubc,8.972706,0.36180723,2.893185997673651e-19,4.959747424583402e-18,6,combined
Mbp,8.913349,0.57544565,4.951383436784221e-19,8.195393274677331e-18,6,combined
Nfia,8.875576,0.681643,6.957224978872345e-19,1.1131559966195752e-17,6,combined
Slc38a3,8.807927,1.5093026,1.2748152606827679e-18,2.0062666397630447e-17,6,combined
Calm1,8.7397175,0.51453924,2.3369370481081075e-18,3.618483171264166e-17,6,combined
Slc4a4,8.31744,1.7701136,8.988382492721532e-17,1.2153305905651649e-15,6,combined
Gjb6,8.268952,1.7597234,1.3514141752862833e-16,1.8018855670483777e-15,6,combined
Ptprm,8.031789,0.57474226,9.606150675038358e-16,1.2632746093201128e-14,6,combined
Rgma,7.9653206,1.290754,1.6479572725934054e-15,2.109385308919559e-14,6,combined
Sall3,7.6533985,1.9028836,1.9573636340681314e-14,2.4403494658511767e-13,6,combined
Slc6a1,7.628214,1.5184492,2.3802837270396342e-14,2.929579971741088e-13,6,combined
Hes5,7.606801,2.1571226,2.8096314576875914e-14,3.4142356954178326e-13,6,combined
Grin2c,7.528995,2.663911,5.113228341330573e-14,6.060122478614012e-13,6,combined
Prex2,7.4670806,1.500746,8.199361334718532e-14,9.599252294304622e-13,6,combined
Kcnip3,7.4476886,1.0795524,9.498964728518089e-14,1.0986754384792008e-12,6,combined
Adcy1,7.211429,0.9073265,5.536759802788039e-13,6.040101603041497e-12,6,combined
Egfr,7.2079744,1.9271992,5.679029290728705e-13,6.125694515842199e-12,6,combined
Pou3f2,7.140868,1.3679131,9.274320435143026e-13,9.89260846415256e-12,6,combined
Ptch1,7.005117,1.344565,2.467799764514839e-12,2.5474062085314467e-11,6,combined
Kcna2,6.9282155,1.1322706,4.261821776322847e-12,4.3524988353935455e-11,6,combined
Arhgef12,6.9154115,0.6678935,4.665076630853045e-12,4.7141827006514984e-11,6,combined
Jam2,6.647452,1.3719956,2.982105679652413e-11,2.8917388408750675e-10,6,combined
Efhd2,6.5337925,0.8818,6.412486158045064e-11,5.976686127886662e-10,6,combined
Gnai2,6.330476,0.5664609,2.444065742802324e-10,2.2134935029153123e-09,6,combined
Camk2g,6.2502074,0.9332169,4.099082128676758e-10,3.6102007738804475e-09,6,combined
Tnfrsf19,6.2258563,1.0153481,4.789321890732295e-10,4.142116229822525e-09,6,combined
Sdc4,6.155723,1.8474903,7.473581489366958e-10,6.293542306835334e-09,6,combined
Slc25a18,6.135308,1.8690008,8.499444885722792e-10,6.973903495977676e-09,6,combined
Shank3,5.8655434,0.7134284,4.476647064285646e-09,3.465791275575984e-08,6,combined
Map2,5.803096,0.7450906,6.510153949391393e-09,4.9601172947743944e-08,6,combined
Eef1a2,5.7058253,0.49087134,1.157807396568663e-08,8.683555474264974e-08,6,combined
Gli3,5.6870537,1.630431,1.2924971300488279e-08,9.428363220959167e-08,6,combined
Plxnb1,5.622131,1.0148005,1.8861614553351963e-08,1.3614398474599912e-07,6,combined
Apba1,5.4728804,0.76884425,4.427791587024335e-08,3.1721491966741503e-07,6,combined
Fbxo2,5.3666377,2.3416173,8.021794209429566e-08,5.580378580472742e-07,6,combined
Adcy2,5.33057,0.7164516,9.790494166721279e-08,6.761780143922609e-07,6,combined
Sema6d,5.314232,0.54792154,1.0710803431952113e-07,7.344550924767162e-07,6,combined
Stx1b,5.248085,0.34859034,1.5368832286375216e-07,1.039019647529592e-06,6,combined
Dlg4,5.1202526,1.551644,3.0512690650286745e-07,1.965918323776864e-06,6,combined
Etv4,5.051774,2.4454072,4.3772584154873255e-07,2.782892767462141e-06,6,combined
Dnajc27,5.029668,0.77770716,4.913303992353167e-07,3.103139363591474e-06,6,combined
Grk3,5.0282946,1.0008249,4.948616273389563e-07,3.105014132322863e-06,6,combined
Cdh20,4.942208,1.3494872,7.724273510404796e-07,4.753399083326028e-06,6,combined
Etv5,4.9167943,1.3737086,8.797279819840233e-07,5.379228424870461e-06,6,combined
Itpr2,4.7312737,1.0994786,2.2311569260214915e-06,1.3140556128715532e-05,6,combined
Agt,4.5941477,2.168308,4.345214676373783e-06,2.4829798150707333e-05,6,combined
Dlgap1,4.552184,0.3141931,5.309189550994086e-06,2.9981305699731306e-05,6,combined
Gabrb1,4.442562,1.1090574,8.889403563454763e-06,4.904498517768145e-05,6,combined
Sox1,4.4148326,1.0548267,1.0108817207813905e-05,5.45194635927042e-05,6,combined
Jun,4.399466,1.0614016,1.0851754242053835e-05,5.724002237566858e-05,6,combined
Ccdc80,4.369758,1.0668199,1.243843501048577e-05,6.525080661238438e-05,6,combined
Akt2,4.3279467,1.2375516,1.505058286184959e-05,7.852478014878047e-05,6,combined
